,player_id,player_name,markers_pos_x,markers_pos_y,fitness_pos_y,fitness_pos_x,cluster_markers3,center_markers3,cluster_fitness3,center_fitness3,same_center3,dist,cluster_markers4,center_markers4,cluster_fitness4,center_fitness4,same_center4,dist_mean,dist_std
0,3298,Josip Knezevic,61.639774,30.426136,29.193481,56.380524,59.22523498535156,2,61.07215118408203,2,1,5.4017735,62.12354278564453,3,58.34640121459961,2,0,5.4810566902160645,3.2016639709472656
1,18960,Dejan Trajkovski,50.219177,52.52466,52.131042,49.46057,48.11316680908203,1,48.1189079284668,1,1,0.854644,48.11316680908203,1,48.1189079284668,1,1,5.4810566902160645,3.2016639709472656
2,24286,Denis Klinar,49.27727,12.933333,12.850563,47.620804,48.11316680908203,1,48.1189079284668,1,1,1.658534,48.11316680908203,1,48.1189079284668,1,1,5.4810566902160645,3.2016639709472656
3,28242,Andras Rado,57.26143,51.59857,44.447456,60.31228,59.22523498535156,2,61.07215118408203,2,1,7.774711,56.326927185058594,2,58.34640121459961,2,1,5.4810566902160645,3.2016639709472656
4,37009,Laszlo Zsidai,47.821335,37.106667,31.699951,45.40157,48.11316680908203,1,48.1189079284668,1,1,5.9234986,48.11316680908203,1,48.1189079284668,1,1,5.4810566902160645,3.2016639709472656
5,52191,Jonathan Steve Heris,46.780556,25.592592,24.115778,37.085148,48.11316680908203,1,36.07133483886719,0,0,9.807238,48.11316680908203,1,36.07133483886719,0,0,5.4810566902160645,3.2016639709472656
6,108894,Gabor Molnar,62.607315,17.629269,21.829134,62.209232,59.22523498535156,2,61.07215118408203,2,1,4.218689,62.12354278564453,3,63.79790496826172,3,1,5.4810566902160645,3.2016639709472656
7,171045,David Markvart,46.4675,28.1475,30.076355,49.99269,48.11316680908203,1,48.1189079284668,1,1,4.0183907,48.11316680908203,1,48.1189079284668,1,1,5.4810566902160645,3.2016639709472656
8,172089,Ezekiel Isoken Henty,55.392426,28.601515,32.431194,65.38657,59.22523498535156,2,61.07215118408203,2,1,10.702777,56.326927185058594,2,63.79790496826172,3,0,5.4810566902160645,3.2016639709472656
9,178523,Janos Hegedus,38.04382,43.234833,39.935246,35.05752,38.043819427490234,0,36.07133483886719,0,1,4.450309,38.043819427490234,0,36.07133483886719,0,1,5.4810566902160645,3.2016639709472656
