,player_id,player_name,markers_pos_x,markers_pos_y,fitness_pos_y,fitness_pos_x,cluster_markers3,center_markers3,cluster_fitness3,center_fitness3,same_center3,dist,cluster_markers4,center_markers4,cluster_fitness4,center_fitness4,same_center4,dist_mean,dist_std
0,883,Danko Lazovic,79.18868,30.520754,32.01515,74.44362,80.44940185546875,2,77.35586547851562,2,1,4.974821,80.44940185546875,3,77.35586547851562,3,1,4.3039231300354,1.3412836790084839
1,1800,Szabolcs Huszti,69.094376,18.44375,24.389057,66.86845,61.567501068115234,1,64.95075225830078,1,1,6.348341,67.66481018066406,2,64.95075225830078,2,1,4.3039231300354,1.3412836790084839
2,8418,Marko Scepovic,82.101616,41.63387,41.740578,78.19674,80.44940185546875,2,77.35586547851562,2,1,3.9063344,80.44940185546875,3,77.35586547851562,3,1,4.3039231300354,1.3412836790084839
3,8491,Roland Juhasz,44.648674,23.115929,24.431091,46.973534,44.645870208740234,0,50.01764678955078,0,1,2.6710718,44.645870208740234,0,47.392250061035156,0,1,4.3039231300354,1.3412836790084839
4,14050,Loic Nego,66.235245,10.032599,13.142875,64.97505,61.567501068115234,1,64.95075225830078,1,1,3.3558753,67.66481018066406,2,64.95075225830078,2,1,4.3039231300354,1.3412836790084839
5,19915,Ianique dos Santos Tavares,58.20927,56.06159,56.318687,62.800365,61.567501068115234,1,64.95075225830078,1,1,4.598288,57.502628326416016,1,64.95075225830078,2,0,4.3039231300354,1.3412836790084839
6,25646,Vinicius Vinicius Souza Dos Santos,44.643066,44.99854,42.939278,47.810963,44.645870208740234,0,50.01764678955078,0,1,3.7783756,44.645870208740234,0,47.392250061035156,0,1,4.3039231300354,1.3412836790084839
7,25863,Istvan Adam Kovacs,59.694614,47.99,44.238995,65.15914,61.567501068115234,1,64.95075225830078,1,1,6.6280546,57.502628326416016,1,64.95075225830078,2,0,4.3039231300354,1.3412836790084839
8,28275,Stefan Scepovic,80.05789,30.380262,33.25365,79.427246,80.44940185546875,2,77.35586547851562,2,1,2.9417808,80.44940185546875,3,77.35586547851562,3,1,4.3039231300354,1.3412836790084839
9,97713,Boban Nikolov,54.604,26.821,30.59931,55.26844,61.567501068115234,1,50.01764678955078,0,0,3.836289,57.502628326416016,1,55.26844024658203,1,1,4.3039231300354,1.3412836790084839
