,player_id,player_name,markers_pos_x,markers_pos_y,fitness_pos_y,fitness_pos_x,cluster_markers3,center_markers3,cluster_fitness3,center_fitness3,same_center3,dist,cluster_markers4,center_markers4,cluster_fitness4,center_fitness4,same_center4,dist_mean,dist_std
0,883,Danko Lazovic,68.31154,32.134617,32.056515,66.08983,70.19728088378906,2,69.0837173461914,2,1,2.2230825,70.19728088378906,3,69.0837173461914,3,1,3.1712558269500732,1.817654013633728
1,8418,Marko Scepovic,71.04054,32.781082,33.09229,70.01758,70.19728088378906,2,69.0837173461914,2,1,1.0692549,70.19728088378906,3,69.0837173461914,3,1,3.1712558269500732,1.817654013633728
2,8491,Roland Juhasz,42.55352,23.701408,28.728413,40.612823,41.209983825683594,0,40.17760467529297,0,1,5.388606,41.209983825683594,0,40.17760467529297,0,1,3.1712558269500732,1.817654013633728
3,9544,Anel Hadzic,53.431633,35.988777,34.02328,49.04014,56.7107048034668,1,55.21657180786133,1,1,4.8112783,54.43342208862305,1,51.013221740722656,1,1,3.1712558269500732,1.817654013633728
4,14050,Loic Nego,57.53435,13.282443,16.4912,52.98631,56.7107048034668,1,55.21657180786133,1,1,5.5660405,58.2288932800293,2,51.013221740722656,1,0,3.1712558269500732,1.817654013633728
5,19915,Ianique dos Santos Tavares,60.071083,55.691566,55.215755,57.388004,56.7107048034668,1,55.21657180786133,1,1,2.7249417,58.2288932800293,2,58.01880645751953,2,1,3.1712558269500732,1.817654013633728
6,25821,Attila Fiola,39.866444,47.702015,45.053257,39.742382,41.209983825683594,0,40.17760467529297,0,1,2.6516619,41.209983825683594,0,40.17760467529297,0,1,3.1712558269500732,1.817654013633728
7,28275,Stefan Scepovic,71.23977,35.302273,35.860844,71.14375,70.19728088378906,2,69.0837173461914,2,1,0.56676316,70.19728088378906,3,69.0837173461914,3,1,3.1712558269500732,1.817654013633728
8,37007,Mate Patkai,57.08125,46.016666,45.324715,58.941883,56.7107048034668,1,55.21657180786133,1,1,1.9851336,58.2288932800293,2,58.01880645751953,2,1,3.1712558269500732,1.817654013633728
9,97713,Boban Nikolov,55.43521,18.912676,23.045835,57.726532,56.7107048034668,1,55.21657180786133,1,1,4.725797,54.43342208862305,1,58.01880645751953,2,0,3.1712558269500732,1.817654013633728
