,player_id,player_name,markers_pos_x,markers_pos_y,fitness_pos_y,fitness_pos_x,cluster_markers3,center_markers3,cluster_fitness3,center_fitness3,same_center3,dist,cluster_markers4,center_markers4,cluster_fitness4,center_fitness4,same_center4,dist_mean,dist_std
0,2812,Yurii Habovda,49.55985,14.215909,14.625907,48.59738,44.481998443603516,0,52.404449462890625,1,0,1.0461556,49.95335388183594,1,49.96403503417969,1,1,4.135222911834717,2.1821975708007812
1,13351,Irakli Maisuradze,46.5211,33.57798,32.798954,51.330692,44.481998443603516,0,52.404449462890625,1,0,4.8722754,49.95335388183594,1,49.96403503417969,1,1,4.135222911834717,2.1821975708007812
2,19372,Eke Uzoma,59.055073,53.5058,51.15943,55.144,58.40187072753906,1,52.404449462890625,1,1,4.560912,60.71324920654297,2,54.84485626220703,2,1,4.135222911834717,2.1821975708007812
3,22961,Nemanja Andric,73.954765,32.54643,35.54789,71.00908,74.04493713378906,2,69.7667236328125,2,1,4.2054534,74.04493713378906,3,69.7667236328125,3,1,4.135222911834717,2.1821975708007812
4,23479,Sandor Vajda,75.62342,13.507207,15.264222,68.66813,74.04493713378906,2,69.7667236328125,2,1,7.1737847,74.04493713378906,3,69.7667236328125,3,1,4.135222911834717,2.1821975708007812
5,26080,Ante Batarelo,62.37143,53.498215,49.284836,66.83075,58.40187072753906,1,69.7667236328125,2,0,6.1349897,60.71324920654297,2,69.7667236328125,3,0,4.135222911834717,2.1821975708007812
6,69174,David Miklos Siger,53.779114,33.74304,32.815098,54.545715,58.40187072753906,1,52.404449462890625,1,1,1.2036408,49.95335388183594,1,54.84485626220703,2,0,4.135222911834717,2.1821975708007812
7,72930,Bachana Arabuli,72.556625,21.655422,28.284594,72.55895,74.04493713378906,2,69.7667236328125,2,1,6.6291714,74.04493713378906,3,69.7667236328125,3,1,4.135222911834717,2.1821975708007812
8,223767,Laszlo Hunor Tamas,40.888035,44.02051,41.902706,41.20156,44.481998443603516,0,42.437767028808594,0,1,2.1408875,40.92352294921875,0,42.437767028808594,0,1,4.135222911834717,2.1821975708007812
9,403077,Adrian Rus,40.959015,26.022131,28.043745,43.673973,44.481998443603516,0,42.437767028808594,0,1,3.3849552,40.92352294921875,0,42.437767028808594,0,1,4.135222911834717,2.1821975708007812
