,player_id,player_name,markers_pos_x,markers_pos_y,fitness_pos_y,fitness_pos_x,cluster_markers3,center_markers3,cluster_fitness3,center_fitness3,same_center3,dist,cluster_markers4,center_markers4,cluster_fitness4,center_fitness4,same_center4,dist_mean,dist_std
0,3298,Josip Knezevic,52.4425,24.2775,24.968887,51.391247,56.16039276123047,2,46.87382888793945,1,0,1.2582337,54.511417388916016,2,50.23089599609375,2,1,6.057852745056152,4.243049144744873
1,18960,Dejan Trajkovski,54.40465,55.087208,51.965908,46.928406,56.16039276123047,2,46.87382888793945,1,0,8.101652,54.511417388916016,2,50.23089599609375,2,1,6.057852745056152,4.243049144744873
2,25896,Balasz Balogh,44.973335,42.472,38.384144,52.37303,45.41773223876953,1,46.87382888793945,1,1,8.453761,45.41773223876953,1,50.23089599609375,2,0,6.057852745056152,4.243049144744873
3,28242,Andras Rado,56.687096,31.309677,32.580833,60.746376,56.16039276123047,2,61.2896728515625,2,1,4.253657,54.511417388916016,2,61.2896728515625,3,0,6.057852745056152,4.243049144744873
4,37009,Laszlo Zsidai,42.996876,34.246876,33.32236,40.940933,45.41773223876953,1,46.87382888793945,1,1,2.2542465,45.41773223876953,1,41.838226318359375,1,1,6.057852745056152,4.243049144744873
5,62526,Antonio Perosevic,61.107315,26.615854,31.529835,61.832966,56.16039276123047,2,61.2896728515625,2,1,4.9672704,61.10731506347656,3,61.2896728515625,3,1,6.057852745056152,4.243049144744873
6,97234,Patrik Peter Poor,37.805798,20.711594,21.366035,33.16449,39.15557861328125,0,32.830787658691406,0,1,4.68722,39.15557861328125,0,32.830787658691406,0,1,6.057852745056152,4.243049144744873
7,108962,Attila Osvath,46.076767,14.451515,13.51218,42.73552,45.41773223876953,1,46.87382888793945,1,1,3.4707758,45.41773223876953,1,41.838226318359375,1,1,6.057852745056152,4.243049144744873
8,110937,Csaba Spandler,40.505356,46.294643,44.16782,33.79146,39.15557861328125,0,32.830787658691406,0,1,7.0427127,39.15557861328125,0,32.830787658691406,0,1,6.057852745056152,4.243049144744873
9,178523,Janos Hegedus,47.623943,33.032394,33.249783,31.536413,45.41773223876953,1,32.830787658691406,0,0,16.088999,45.41773223876953,1,32.830787658691406,0,0,6.057852745056152,4.243049144744873
