,player_id,player_name,markers_pos_x,markers_pos_y,fitness_pos_y,fitness_pos_x,cluster_markers3,center_markers3,cluster_fitness3,center_fitness3,same_center3,dist,cluster_markers4,center_markers4,cluster_fitness4,center_fitness4,same_center4,dist_mean,dist_std
0,9090,Tamas Priskin,76.56464,30.012196,30.974836,73.99766,74.2366943359375,2,68.3827133178711,2,1,2.7415426,74.2366943359375,3,73.9976577758789,3,1,3.464263439178467,1.9386475086212158
1,17575,Roland Varga,71.90875,37.595627,33.928482,67.50392,74.2366943359375,2,68.3827133178711,2,1,5.7315345,74.2366943359375,3,66.51107025146484,2,0,3.464263439178467,1.9386475086212158
2,22726,Stefan Spirovski,51.93054,35.317963,34.537704,53.526966,59.09640121459961,1,56.23866653442383,1,1,1.7769032,51.930538177490234,1,56.23866653442383,1,1,3.464263439178467,1.9386475086212158
3,24055,Miha Blazic,38.778397,42.23457,41.723984,42.356976,41.44309997558594,0,43.29029083251953,0,1,3.6148202,41.44309997558594,0,43.29029083251953,0,1,3.464263439178467,1.9386475086212158
4,25792,Gergo Lovrencsics,61.480247,31.31358,31.572954,67.9432,59.09640121459961,1,68.3827133178711,2,0,6.4681544,60.52957534790039,2,66.51107025146484,2,1,3.464263439178467,1.9386475086212158
5,73727,Kenneth Otigba,44.107803,23.241135,25.849043,44.223602,41.44309997558594,0,43.29029083251953,0,1,2.610478,41.44309997558594,0,43.29029083251953,0,1,3.464263439178467,1.9386475086212158
6,110918,Endre Botka,57.9,12.425225,12.777473,58.92875,59.09640121459961,1,56.23866653442383,1,1,1.0873823,60.52957534790039,2,56.23866653442383,1,0,3.464263439178467,1.9386475086212158
7,155286,Marcos Garbellotto Pedroso,61.784763,55.095238,56.8687,57.247303,59.09640121459961,1,56.23866653442383,1,1,4.8717256,60.52957534790039,2,56.23866653442383,1,0,3.464263439178467,1.9386475086212158
8,218255,Fernando Gorriaran Fontes,58.36579,41.507896,37.897537,55.251644,59.09640121459961,1,56.23866653442383,1,1,4.7678723,60.52957534790039,2,56.23866653442383,1,0,3.464263439178467,1.9386475086212158
9,491646,Joseph Martin Paintsil,63.117073,40.493496,40.41453,64.08608,59.09640121459961,1,68.3827133178711,2,0,0.97222143,60.52957534790039,2,66.51107025146484,2,1,3.464263439178467,1.9386475086212158
