,player_id,player_name,markers_pos_x,markers_pos_y,fitness_pos_y,fitness_pos_x,cluster_markers3,center_markers3,cluster_fitness3,center_fitness3,same_center3,dist,cluster_markers4,center_markers4,cluster_fitness4,center_fitness4,same_center4,dist_mean,dist_std
0,14495,Julian Koch,50.02,23.78,22.8225,46.162,50.95581817626953,1,45.20172119140625,1,1,3.9750452,50.95581817626953,1,45.20172119140625,1,1,5.448607921600342,2.373112440109253
1,22726,Stefan Spirovski,46.69412,29.860294,31.282333,45.20283,50.95581817626953,1,45.20172119140625,1,1,2.0606146,50.95581817626953,1,45.20172119140625,1,1,5.448607921600342,2.373112440109253
2,24055,Miha Blazic,39.1126,46.700787,42.08234,37.138344,38.53276824951172,0,35.32855987548828,0,1,5.0227213,38.53276824951172,0,35.32855987548828,0,1,5.448607921600342,2.373112440109253
3,25792,Gergo Lovrencsics,52.734314,14.199019,14.902856,44.888676,50.95581817626953,1,45.20172119140625,1,1,7.877146,50.95581817626953,1,45.20172119140625,1,1,5.448607921600342,2.373112440109253
4,25818,Daniel Bode,72.92727,24.889395,30.135504,67.90427,66.31962585449219,2,59.572837829589844,2,1,7.263072,72.9272689819336,3,64.74549865722656,3,1,5.448607921600342,2.373112440109253
5,73727,Kenneth Otigba,37.95294,20.519608,24.418297,33.51878,38.53276824951172,0,35.32855987548828,0,1,5.904369,38.53276824951172,0,35.32855987548828,0,1,5.448607921600342,2.373112440109253
6,93242,Dominik Nagy,54.876118,29.177612,31.230862,54.762787,50.95581817626953,1,59.572837829589844,2,0,2.0563748,50.95581817626953,1,54.40018081665039,2,0,5.448607921600342,2.373112440109253
7,110918,Endre Botka,50.454544,52.47273,51.049034,44.55337,50.95581817626953,1,45.20172119140625,1,1,6.0704813,50.95581817626953,1,45.20172119140625,1,1,5.448607921600342,2.373112440109253
8,218255,Fernando Gorriaran Fontes,61.339214,48.72451,42.875816,54.037575,66.31962585449219,2,59.572837829589844,2,1,9.355274,63.01580047607422,2,54.40018081665039,2,1,5.448607921600342,2.373112440109253
9,491646,Joseph Martin Paintsil,64.69239,54.50761,50.716236,61.58673,66.31962585449219,2,59.572837829589844,2,1,4.9009833,63.01580047607422,2,64.74549865722656,3,0,5.448607921600342,2.373112440109253
