,player_id,player_name,markers_pos_x,markers_pos_y,fitness_pos_y,fitness_pos_x,cluster_markers3,center_markers3,cluster_fitness3,center_fitness3,same_center3,dist,cluster_markers4,center_markers4,cluster_fitness4,center_fitness4,same_center4,dist_mean,dist_std
0,4464,Leandro Marcolini Marcolini Pedroso de Almeida,51.951515,46.98788,44.817524,51.167458,50.35268020629883,0,50.22753143310547,0,1,2.3076382,50.35268020629883,0,50.22753143310547,0,1,2.9925894737243652,1.4296499490737915
1,14515,Janek Sternberg,60.401974,58.692104,56.7821,60.74165,58.83047866821289,1,59.02573776245117,1,1,1.9399726,58.83047866821289,1,59.02573776245117,1,1,2.9925894737243652,1.4296499490737915
2,17575,Roland Varga,76.78689,19.407377,19.56665,73.548515,74.95736694335938,2,72.18950653076172,2,1,3.2422872,76.7882080078125,3,74.85237884521484,3,1,2.9925894737243652,1.4296499490737915
3,22726,Stefan Spirovski,56.77647,33.028675,33.110092,59.01412,58.83047866821289,1,59.02573776245117,1,1,2.2391286,58.83047866821289,1,59.02573776245117,1,1,2.9925894737243652,1.4296499490737915
4,24055,Miha Blazic,48.753845,24.709467,28.849714,49.2876,50.35268020629883,0,50.22753143310547,0,1,4.174511,50.35268020629883,0,50.22753143310547,0,1,2.9925894737243652,1.4296499490737915
5,25792,Gergo Lovrencsics,56.441757,13.126373,15.734485,57.32145,58.83047866821289,1,59.02573776245117,1,1,2.7524722,58.83047866821289,1,59.02573776245117,1,1,2.9925894737243652,1.4296499490737915
6,25818,Daniel Bode,77.627144,32.62857,33.039444,77.93545,74.95736694335938,2,72.18950653076172,2,1,0.51368105,76.7882080078125,3,74.85237884521484,3,1,2.9925894737243652,1.4296499490737915
7,93242,Dominik Nagy,61.70171,39.066666,39.042625,67.48406,58.83047866821289,1,72.18950653076172,2,0,5.7824025,58.83047866821289,1,68.19519805908203,2,0,2.9925894737243652,1.4296499490737915
8,101069,Tidjani Amadou Moutari Kalala,75.95059,49.964706,48.840984,73.07317,74.95736694335938,2,72.18950653076172,2,1,3.0890596,76.7882080078125,3,74.85237884521484,3,1,2.9925894737243652,1.4296499490737915
9,491646,Joseph Martin Paintsil,69.46484,40.47422,36.629837,68.906334,74.95736694335938,2,72.18950653076172,2,1,3.8847415,69.46484375,2,68.19519805908203,2,1,2.9925894737243652,1.4296499490737915
