,player_id,player_name,markers_pos_x,markers_pos_y,fitness_pos_y,fitness_pos_x,cluster_markers3,center_markers3,cluster_fitness3,center_fitness3,same_center3,dist,cluster_markers4,center_markers4,cluster_fitness4,center_fitness4,same_center4,dist_mean,dist_std
0,883,Danko Lazovic,66.36727,26.869091,32.22611,69.27162,68.51187896728516,2,70.03426361083984,2,1,6.093676,64.75377655029297,2,70.03426361083984,3,0,5.404228687286377,2.680112838745117
1,1800,Szabolcs Huszti,70.36533,38.436,42.100445,60.79683,68.51187896728516,2,56.891944885253906,1,0,10.246191,72.26998901367188,3,56.891944885253906,2,0,5.404228687286377,2.680112838745117
2,8491,Roland Juhasz,42.155556,21.630556,23.935183,39.93864,41.055084228515625,0,41.25482940673828,0,1,3.1978142,41.055084228515625,0,39.001609802246094,0,1,5.404228687286377,2.680112838745117
3,9544,Anel Hadzic,45.82844,36.701836,33.44027,45.761272,41.055084228515625,0,41.25482940673828,0,1,3.2622578,41.055084228515625,0,45.76127243041992,1,0,5.404228687286377,2.680112838745117
4,14050,Loic Nego,63.140278,15.95,19.41656,57.225464,68.51187896728516,2,56.891944885253906,1,0,6.855805,64.75377655029297,2,56.891944885253906,2,1,5.404228687286377,2.680112838745117
5,19915,Ianique dos Santos Tavares,54.38068,57.101135,56.091774,53.717476,53.43268585205078,1,56.891944885253906,1,1,1.2077458,53.43268585205078,1,56.891944885253906,2,0,5.404228687286377,2.680112838745117
6,25646,Vinicius Vinicius Souza Dos Santos,35.18125,46.26406,43.894634,38.064575,41.055084228515625,0,41.25482940673828,0,1,3.7319884,41.055084228515625,0,39.001609802246094,0,1,5.404228687286377,2.680112838745117
7,28275,Stefan Scepovic,74.174644,26.569014,34.127617,70.796906,68.51187896728516,2,70.03426361083984,2,1,8.278986,72.26998901367188,3,70.03426361083984,3,1,5.404228687286377,2.680112838745117
8,37007,Mate Patkai,51.849297,48.11831,47.55105,56.939053,53.43268585205078,1,56.891944885253906,1,1,5.1212697,53.43268585205078,1,56.891944885253906,2,0,5.404228687286377,2.680112838745117
9,97713,Boban Nikolov,54.068085,14.959575,20.758457,55.780907,53.43268585205078,1,56.891944885253906,1,1,6.046552,53.43268585205078,1,56.891944885253906,2,0,5.404228687286377,2.680112838745117
