,player_id,player_name,markers_pos_x,markers_pos_y,fitness_pos_y,fitness_pos_x,cluster_markers3,center_markers3,cluster_fitness3,center_fitness3,same_center3,dist,cluster_markers4,center_markers4,cluster_fitness4,center_fitness4,same_center4,dist_mean,dist_std
0,9083,Zoltan Liptak,48.562653,29.851807,29.62619,45.721546,45.78059768676758,0,45.97262954711914,0,1,2.8500507,48.138755798339844,1,45.97262954711914,0,0,5.742216110229492,3.970808267593384
1,23033,Dusan Brkovic,38.706123,43.69898,41.2568,43.679092,45.78059768676758,0,45.97262954711914,0,1,5.540275,38.70612335205078,0,45.97262954711914,0,1,5.742216110229492,3.970808267593384
2,25688,Patrik Bacsa,56.330555,43.030556,39.366726,72.36846,55.99463653564453,1,67.1690902709961,2,0,16.451082,55.99463653564453,2,72.36846160888672,3,0,5.742216110229492,3.970808267593384
3,25866,Roland Andras Ugrai,73.223,42.231,43.07969,66.991714,69.722900390625,2,67.1690902709961,2,1,6.2888145,69.722900390625,3,65.43596649169922,2,0,5.742216110229492,3.970808267593384
4,80869,Gabor Eperjesi,54.6914,14.802151,19.953096,51.799282,55.99463653564453,1,53.676570892333984,1,1,5.907333,55.99463653564453,2,53.676570892333984,1,0,5.742216110229492,3.970808267593384
5,109459,Serhii Shestakov,48.76154,56.498463,52.77475,48.517254,45.78059768676758,0,45.97262954711914,0,1,3.7317173,48.138755798339844,1,45.97262954711914,0,0,5.742216110229492,3.970808267593384
6,171254,Gergo Bence Kocsis,47.09208,40.761387,39.306023,52.233234,45.78059768676758,0,53.676570892333984,1,0,5.343179,48.138755798339844,1,53.676570892333984,1,1,5.742216110229492,3.970808267593384
7,192493,Diego Vela Vasquez,68.428375,23.952703,23.17833,63.66834,69.722900390625,2,67.1690902709961,2,1,4.8226137,69.722900390625,3,65.43596649169922,2,0,5.742216110229492,3.970808267593384
8,227465,Zsolt Ovari,67.517334,51.690666,48.226177,65.64784,69.722900390625,2,67.1690902709961,2,1,3.9367096,69.722900390625,3,65.43596649169922,2,0,5.742216110229492,3.970808267593384
9,424949,Florent Hasani,56.961956,30.347826,32.897972,56.997196,55.99463653564453,1,53.676570892333984,1,1,2.5503895,55.99463653564453,2,53.676570892333984,1,0,5.742216110229492,3.970808267593384
